# Relics & Item Drop Locations
FORMAT: Relics by ## Era Name, ### Refinement State with reward tables. Mod/Blueprint locations: ## Item Name with enemy tables showing drop %.
INDEX: Void Relics (756 entries) | Mod Drop Locations (648 entries) | Blueprint Drop Locations (179 entries)

# Void Relics
Complete relic drop table. Each relic lists its tier (Lith/Meso/Neo/Axi), refinement state, and all possible rewards with drop chances by rarity (Common, Uncommon, Rare).

## Axi A1
### Intact
| Reward | Rarity | Chance |
| Exploiter Orb | 100.00% | Rare | 4.51% |

## Semi-Rifle Cannonade
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Juno Sapper Moa | 3.00% | Uncommon | 14.29% |

## Sharpened Claws
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Kuva Hyekka | 20.00% | Common | 45.83% |
| Hyekka | 20.00% | Common | 45.83% |

## Lashta-Vak
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Commandeered Ash Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Caliban Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Ember Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Mesa Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Protea Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Volt Prime | 15.00% | Uncommon | 16.67% |

## Magazine Extension
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Tusk Shield Dargyn | 3.00% | Uncommon | 25.29% |
| Tusk Dargyn | 3.00% | Uncommon | 25.29% |
| Attack Drone | 3.00% | Uncommon | 25.29% |
| Zeplen | 3.00% | Uncommon | 25.81% |
| Dargyn | 3.00% | Uncommon | 25.29% |
| Exo Gokstad Officer | 5.00% | Common | 76.47% |
| Gyre Gokstad Officer | 5.00% | Common | 79.82% |
| Exo Butcher | 5.00% | Common | 76.47% |
| Exo Elite Lancer | 5.00% | Common | 76.47% |
| Gyre Eviscerator | 5.00% | Uncommon | 25.29% |
| Gyre Supressor | 5.00% | Uncommon | 25.29% |
| Exo Gokstad Pilot | 5.00% | Common | 76.47% |
| Gyre Gokstad Pilot | 5.00% | Common | 79.82% |
| Exo Roller Sentry | 5.00% | Common | 76.47% |
| Gyre Roller Sentry | 5.00% | Common | 79.82% |

## Agile Aim
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Summulyst | 15.00% | Uncommon | 15.28% |
| Ortholyst | 15.00% | Uncommon | 15.28% |
| Conculyst | 15.00% | Uncommon | 15.28% |
| Decaying Conculyst | 15.00% | Uncommon | 15.28% |
| Archimedean Itzam | 15.00% | Uncommon | 15.28% |

## Metem-Erun
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Commandeered Ash Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Caliban Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Ember Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Mesa Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Protea Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Volt Prime | 15.00% | Uncommon | 16.67% |

## Esti Vel-Ikha
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Commandeered Ash Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Caliban Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Ember Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Mesa Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Protea Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Volt Prime | 15.00% | Uncommon | 16.67% |

## Ubri-Kaneph
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Commandeered Ash Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Caliban Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Ember Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Mesa Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Protea Prime | 15.00% | Uncommon | 16.67% |
| Commandeered Volt Prime | 15.00% | Uncommon | 16.67% |

## Vikla-Safor
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Anarch Grineer Lancer | 0.10% | Common | 33.33% |
| Anarch Arcus Lustratus | 0.10% | Common | 33.33% |
| Anarch Arcus | 0.10% | Common | 33.33% |
| Anarch Gladius | 0.10% | Common | 33.33% |

## Hayan-Dabor
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Anarch Grineer Lancer | 0.10% | Common | 33.33% |
| Anarch Arcus Lustratus | 0.10% | Common | 33.33% |
| Anarch Arcus | 0.10% | Common | 33.33% |
| Anarch Gladius | 0.10% | Common | 33.33% |

## Ulashta-Shol
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Anarch Grineer Lancer | 0.10% | Common | 33.33% |
| Anarch Arcus Lustratus | 0.10% | Common | 33.33% |
| Anarch Arcus | 0.10% | Common | 33.33% |
| Anarch Gladius | 0.10% | Common | 33.33% |

## Motus Impact
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Amalgam Moa | 15.00% | Rare | 5.76% |
| Amalgam Kucumatz | 15.00% | Rare | 5.76% |
| Demolyst Machinist | 15.00% | Rare | 5.76% |
| Demolyst Heqet | 15.00% | Rare | 5.76% |
| Amalgam Osprey | 15.00% | Rare | 5.76% |
| Demolyst Moa | 15.00% | Rare | 5.76% |
| Amalgam Satyr | 15.00% | Rare | 5.76% |
| Demolyst Osprey | 15.00% | Rare | 5.76% |
| Amalgam Alkonost | 15.00% | Rare | 5.76% |
| Amalgam Machinist | 15.00% | Rare | 5.76% |
| Demolyst Satyr | 15.00% | Rare | 5.76% |
| Amalgam Heqet | 15.00% | Rare | 5.76% |
| Amalgam Cinder Machinist | 15.00% | Rare | 5.76% |
| Amalgam Arca Kucumatz | 15.00% | Rare | 5.76% |
| Amalgam Arca Heqet | 15.00% | Rare | 5.76% |
| Amalgam Phase Moa | 15.00% | Rare | 5.76% |
| Amalgam Swarm Satyr | 15.00% | Rare | 5.76% |
| Aurax Culveri Moa | 15.00% | Rare | 5.76% |
| Aurax Polaris Moa | 15.00% | Rare | 5.76% |

## Reflex Coil
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| The Sergeant | 100.00% | Rare | 7.52% |
| Aurax Atloc Raknoid | 10.00% | Rare | 3.69% |
| Aurax Baculus | 3.00% | Rare | 3.69% |
| Tusk Butcher | 3.00% | Rare | 5.53% |
| Terra Jackal | 20.00% | Rare | 3.69% |
| Guardsman | 3.00% | Rare | 3.69% |
| Kuva Drahk Master | 3.00% | Rare | 5.53% |
| Kuva Butcher | 3.00% | Rare | 5.53% |
| Ghoul Devourer | 10.00% | Rare | 3.69% |
| Ghoul Rictus | 10.00% | Rare | 5.53% |
| Drahk Master | 3.00% | Rare | 5.53% |
| Arid Butcher | 3.00% | Rare | 4.42% |
| Frontier Butcher | 3.00% | Rare | 4.42% |
| Frontier Bailiff | 3.00% | Rare | 5.53% |
| Bailiff | 3.00% | Rare | 5.53% |
| Butcher | 3.00% | Rare | 5.53% |
| Grineer Manic | 50.00% | Rare | 7.37% |
| Jackal | 20.00% | Rare | 3.69% |
| Raptor | 100.00% | Uncommon | 11.06% |
| Raptor Mt | 5.00% | Uncommon | 11.06% |
| Raptor Rv | 5.00% | Uncommon | 11.06% |
| Raptor Ns | 5.00% | Uncommon | 11.06% |
| Drekar Butcher | 3.00% | Uncommon | 11.06% |
| Drekar Manic | 3.00% | Rare | 5.53% |
| Narmer Mite | 10.00% | Rare | 3.69% |
| Narmer Butcher | 3.00% | Rare | 4.42% |
| Narmer Raknoid | 10.00% | Rare | 3.69% |
| Scrofa Drover Bursa | 20.00% | Rare | 3.69% |
| Scrofa Joro Raknoid | 10.00% | Rare | 3.69% |
| Scrofa Attack Drone | 20.00% | Rare | 3.69% |
| Syzygy Attack Drone | 20.00% | Rare | 3.69% |
| Syzygy Mite Raknoid | 10.00% | Rare | 3.69% |
| Scrofa Laser Moa | 10.00% | Rare | 3.69% |
| Scrofa Laser Moa | 20.00% | Rare | 3.69% |
| Scrofa Mite Raknoid | 10.00% | Rare | 3.69% |
| Scrofa Lythrum Raknoid | 10.00% | Rare | 3.69% |
| Scrofa Latro Raknoid | 30.00% | Rare | 3.22% |
| Scrofa Railgun Moa | 10.00% | Rare | 3.69% |
| Scrofa Railgun Moa | 20.00% | Rare | 3.69% |
| Kuva Lich Agor Rok (Level 0 - 69) | 3.00% | Rare | 7.37% |
| Kuva Lich Agor Rok (Level 80 - 100) | 3.00% | Common | 45.83% |
| Coolant Raknoid | 30.00% | Rare | 3.22% |
| Scyto Raknoid | 10.00% | Rare | 3.69% |
| Mite Raknoid | 10.00% | Rare | 3.69% |
| Terra Ambulas | 20.00% | Rare | 3.69% |
| Terra Raptor Sx | 20.00% | Rare | 3.69% |
| Terra Elite Raptor Sx | 20.00% | Rare | 3.69% |
| Terra Embattor Moa | 20.00% | Rare | 3.69% |
| Terra Elite Embattor Moa | 20.00% | Rare | 3.69% |
| Terra Moa | 10.00% | Rare | 3.69% |
| Terra Moa | 20.00% | Rare | 3.69% |
| Terra Anti Moa | 10.00% | Rare | 3.69% |
| Terra Anti Moa | 20.00% | Rare | 3.69% |
| Terra Railgun Moa | 10.00% | Rare | 3.69% |
| Terra Railgun Moa | 20.00% | Rare | 3.69% |
| Terra Shockwave Moa | 10.00% | Rare | 3.69% |
| Terra Shockwave Moa | 20.00% | Rare | 3.69% |
| Kyta Raknoid | 10.00% | Rare | 3.69% |
| Narmer Scyto Raknoid | 10.00% | Rare | 3.69% |
| Profit-Taker | 100.00% | Uncommon | 10.26% |

## Bane Of Infested
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Demolisher Boiler | 15.00% | Uncommon | 25.00% |
| Demolisher Thrasher | 15.00% | Uncommon | 25.00% |
| Demolisher Juggernaut | 15.00% | Uncommon | 25.00% |
| Demolisher Charger | 15.00% | Uncommon | 25.00% |
| Kuva Powerclaw | 3.00% | Rare | 5.53% |
| Powerfist | 3.00% | Rare | 5.53% |
| J3 Jordas Golem | 100.00% | Uncommon | 11.06% |
| Jordas Golem | 100.00% | Uncommon | 11.06% |
| Narmer Powerfist | 3.00% | Rare | 5.53% |

## Stinging Thorn
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Tusk Thumper Bull | 15.00% | Uncommon | 12.50% |
| Tusk Thumper | 15.00% | Uncommon | 12.50% |
| Eidolon Vomvalyst | 5.00% | Legendary | 0.67% |
| Narmer Thumper Bull | 15.00% | Uncommon | 12.50% |
| Narmer Thumper | 15.00% | Uncommon | 12.50% |

## Magnetized Cycle
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Techrot Obsolyte | 2.00% | Rare | 5.56% |
| Techrot Babau | 3.00% | Rare | 3.51% |
| Techrot Scaart | 3.00% | Legendary | 0.67% |

## Synth Fiber
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Corpus Supra Target | 20.00% | Uncommon | 25.00% |
| Corpus Sniper Target | 20.00% | Uncommon | 25.00% |

## Tek Collateral
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Corpus Cestra Target | 20.00% | Uncommon | 25.00% |

## Collision Force
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Eidolon Teralyst | 100.00% | Rare | 8.33% |

## Reflect
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Kuva Hyekka | 20.00% | Rare | 4.17% |
| Hyekka | 20.00% | Rare | 4.17% |

## Shredder
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Vapos Tech Ranger | 10.00% | Uncommon | 25.29% |
| Vapos Elite Ranger | 10.00% | Uncommon | 25.29% |
| Vapos Nullifier Ranger | 10.00% | Uncommon | 25.29% |
| Vapos Detron Ranger | 10.00% | Uncommon | 25.29% |
| Vapos Sniper Ranger | 10.00% | Uncommon | 25.29% |
| Vapos Detron Crewman | 3.00% | Uncommon | 25.81% |
| Taro Ranger Crewman | 10.00% | Uncommon | 25.29% |
| Taro Zerca | 3.00% | Uncommon | 25.81% |
| Taro Vambac | 3.00% | Uncommon | 25.81% |
| Taro Numon | 3.00% | Uncommon | 25.81% |
| Taro Detron Crewman | 3.00% | Uncommon | 25.81% |
| Aurax Actinic | 3.00% | Uncommon | 25.81% |
| Aurax Vertec | 3.00% | Uncommon | 25.81% |
| Orm Zerca | 3.00% | Uncommon | 25.81% |
| Orm Vambac | 3.00% | Uncommon | 25.81% |
| Orm Numon | 3.00% | Uncommon | 25.81% |
| Orm Ranger Crewman | 10.00% | Uncommon | 25.29% |
| Orm Detron Crewman | 3.00% | Uncommon | 25.81% |
| Axio Zerca | 3.00% | Uncommon | 25.81% |
| Axio Vambac | 3.00% | Uncommon | 25.81% |
| Axio Numon | 3.00% | Uncommon | 25.81% |
| Axio Ranger Crewman | 10.00% | Uncommon | 25.29% |
| Axio Detron Crewman | 3.00% | Uncommon | 25.81% |
| Vorac Zerca | 3.00% | Uncommon | 25.81% |
| Vorac Vambac | 3.00% | Uncommon | 25.81% |
| Vorac Numon | 3.00% | Uncommon | 25.81% |
| Vorac Ranger Crewman | 10.00% | Uncommon | 25.29% |
| Vorac Detron Crewman | 3.00% | Uncommon | 25.81% |
| Arcane Boiler | 3.00% | Uncommon | 15.18% |
| Boiler | 3.00% | Uncommon | 15.18% |
| Toxic Ancient | 3.00% | Uncommon | 15.18% |
| Detron Crewman | 3.00% | Uncommon | 25.81% |
| Narmer Detron Crewman | 3.00% | Uncommon | 25.81% |
| Narmer Elite Ranger | 10.00% | Uncommon | 25.29% |
| Narmer Jailer | 10.00% | Uncommon | 25.29% |
| Narmer Nullifier Ranger | 10.00% | Uncommon | 25.29% |
| Narmer Detron Ranger | 10.00% | Uncommon | 25.29% |
| Narmer Sniper Ranger | 10.00% | Uncommon | 25.29% |
| Narmer Tech Ranger | 10.00% | Uncommon | 25.29% |
| Narmer Crewman | 3.00% | Uncommon | 25.81% |
| Scrofa Provisor | 10.00% | Uncommon | 25.29% |
| Scrofa Provisor | 20.00% | Uncommon | 25.29% |
| Syzygy Light Trencher | 10.00% | Uncommon | 25.29% |
| Syzygy Light Trencher | 20.00% | Uncommon | 25.29% |
| Scrofa Legionary | 10.00% | Uncommon | 25.29% |
| Scrofa Legionary | 20.00% | Uncommon | 25.29% |
| Scrofa Heavy Trencher | 10.00% | Uncommon | 25.29% |
| Scrofa Heavy Trencher | 20.00% | Uncommon | 25.29% |
| Scrofa Light Trencher | 10.00% | Uncommon | 25.29% |
| Scrofa Light Trencher | 20.00% | Uncommon | 25.29% |
| Terra Manker | 10.00% | Uncommon | 25.29% |
| Terra Manker | 20.00% | Uncommon | 25.29% |
| Terra Elite Provisor | 10.00% | Uncommon | 25.29% |
| Terra Provisor | 10.00% | Uncommon | 25.29% |
| Terra Provisor | 20.00% | Uncommon | 25.29% |
| Terra Elite Overtaker | 10.00% | Uncommon | 25.29% |
| Terra Overtaker | 10.00% | Uncommon | 25.29% |
| Terra Overtaker | 20.00% | Uncommon | 25.29% |
| Terra Jailer | 10.00% | Uncommon | 25.29% |
| Terra Cestra Manker | 10.00% | Uncommon | 25.29% |
| Terra Elite Trencher | 10.00% | Uncommon | 25.29% |
| Terra Nullifier Crewman | 10.00% | Uncommon | 25.29% |
| Terra Trencher | 10.00% | Uncommon | 25.29% |
| Terra Trencher | 20.00% | Uncommon | 25.29% |

## 15 Endo
| Enemy | Enemy Drop Chance | Rarity | Chance |
|---|---|---|---|
| Techrot Skuzzi | 2.00% | Common | 35.00% |
| Techrot Galliflex | 2.00% | Common | 43.80% |
| Techrot Volatile Galliflex | 2.00% | Uncommon | 20.39% |
| Techrot Matmas | 2.00% | Common | 39.77% |
| Techrot Scaart | 3.00% | Common | 75.88% |
| Scaldra Flayer | 2.00% | Common | 76.52% |
| Scaldra Jaeger | 3.00% | Common | 61.98% |
| Scaldra Barbican | 2.00% | Common | 80.39% |
| Executioner Zura | 20.00% | Common | 75.88% |
| Executioner Garesh | 20.00% | Common | 75.88% |
| Executioner Harkonar | 20.00% | Common | 75.88% |
| Executioner Reth | 20.00% | Common | 75.88% |
| Executioner Vay Molta | 20.00% | Common | 75.88% |
| Executioner Dok Thul | 20.00% | Common | 75.88% |
| Executioner Nok | 20.00% | Common | 75.88% |
| Executioner Gorth | 20.00% | Common | 75.88% |
| Vapos Tech | 3.00% | Common | 37.94% |
| Vapos Sapping Osprey | 3.00% | Uncommon | 25.29% |
| Vapos Elite Crewman | 3.00% | Common | 75.88% |
| Vapos Moa | 3.00% | Uncommon | 25.29% |
| Vapos Railgun Moa | 3.00% | Common | 38.72% |
| Vapos Crewman | 3.00% | Uncommon | 25.29% |
| Vapos Shield Osprey | 3.00% | Common | 75.88% |
| Vapos Shockwave Moa | 3.00% | Uncommon | 25.29% |
| Vapos Detron Crewman | 3.00% | Uncommon | 25.81% |
| Vapos Oxium Osprey | 3.00% | Uncommon | 25.29% |
| Vapos Fusion Moa | 3.00% | Uncommon | 18.97% |
| Vapos Aquila | 20.00% | Common | 37.94% |
| Optio | 3.00% | Common | 37.94% |
| Taro Zerca | 3.00% | Uncommon | 25.81% |
| Taro Vambac | 3.00% | Uncommon | 25.81% |
| Taro Numon | 3.00% | Uncommon | 25.81% |
| Tarask Bursa | 3.00% | Uncommon | 25.29% |
| Taro Moa | 3.00% | Uncommon | 25.29% |
| Taro Elite Crewman | 3.00% | Common | 75.88% |
| Taro Railgun Moa | 3.00% | Common | 38.72% |
| Taro Crewman | 3.00% | Uncommon | 25.29% |
| Taro Shield Osprey | 3.00% | Common | 75.88% |
| Taro Shockwave Moa | 3.00% | Uncommon | 25.29% |
| Taro Detron Crewman | 3.00% | Uncommon | 25.81% |
| Aurax Actinic | 3.00% | Uncommon | 25.81% |
| Aurax Vertec | 3.00% | Uncommon | 25.81% |
| Taro Tech | 3.00% | Uncommon | 25.29% |
| Taro Engineer | 3.00% | Uncommon | 25.29% |
| Orm Zerca | 3.00% | Uncommon | 25.81% |
| Orm Vambac | 3.00% | Uncommon | 25.81% |
| Orm Numon | 3.00% | Uncommon | 25.81% |
| Orm Moa | 3.00% | Uncommon | 25.29% |
| Orm Elite Crewman | 3.00% | Common | 75.88% |
| Orm Crewman | 3.00% | Uncommon | 25.29% |
| Orm Shield Osprey | 3.00% | Common | 75.88% |
| Orm Detron Crewman | 3.00% | Uncommon | 25.81% |
| Orm Railgun Moa | 3.00% | Common | 38.72% |
| Orm Shockwave Moa | 3.00% | Uncommon | 25.29% |
| Orm Tech | 3.00% | Uncommon | 25.29% |
| Orm Engineer | 3.00% | Uncommon | 25.29% |
| Taro Secura Osprey | 3.00% | Uncommon | 25.29% |
| Axio Zerca | 3.00% | Uncommon | 25.81% |
| Axio Vambac | 3.00% | Uncommon | 25.81% |
| Axio Numon | 3.00% | Uncommon | 25.81% |
| Axio Moa | 3.00% | Uncommon | 25.29% |
| Axio Elite Crewman | 3.00% | Common | 75.88% |
| Axio Crewman | 3.00% | Uncommon | 25.29% |
| Axio Shield Osprey | 3.00% | Common | 75.88% |
| Axio Detron Crewman | 3.00% | Uncommon | 25.81% |
| Axio Railgun Moa | 3.00% | Common | 38.72% |
| Axio Shockwave Moa | 3.00% | Uncommon | 25.29% |
| Axio Tech | 3.00% | Uncommon | 25.29% |
| Axio Engineer | 3.00% | Uncommon | 25.29% |
| Vorac Zerca | 3.00% | Uncommon | 25.81% |
| Vorac Vambac | 3.00% | Uncommon | 25.81% |
| Vorac Numon | 3.00% | Uncommon | 25.81% |
| Vorac Moa | 3.00% | Uncommon | 25.29% |
| Vorac Elite Crewman | 3.00% | Common | 75.88% |
| Vorac Crewman | 3.00% | Uncommon | 25.29% |
| Vorac Shield Osprey | 3.00% | Common | 75.88% |
| Vorac Detron Crewman | 3.00% | Uncommon | 25.81% |
| Vorac Railgun Moa | 3.00% | Common | 38.72% |
| Vorac Shockwave Moa | 3.00% | Uncommon | 25.29% |
| Vorac Tech | 3.00% | Uncommon | 25.29% |
| Vorac Engineer | 3.00% | Uncommon | 25.29% |
| Leaping Thrasher | 4.50% | Uncommon | 25.29% |
| Machinist | 3.00% | Common | 75.88% |
| Carrion Charger | 3.00% | Uncommon | 18.97% |
| Arbitration Shield Drone | 3.00% | Common | 75.88% |
| Corrupted Power Carrier | 3.00% | Uncommon | 25.29% |
| Tusk Heavy Gunner | 10.00% | Uncommon | 25.29% |
| Tusk Bombard | 3.00% | Uncommon | 25.29% |
| Tusk Shield Lancer | 3.00% | Uncommon | 25.29% |
| Tusk Roller | 3.00% | Uncommon | 18.97% |
| Tusk Flameblade | 3.00% | Uncommon | 25.29% |
| Tusk Butcher | 3.00% | Uncommon | 18.97% |
| Tusk Shield Dargyn | 12.50% | Uncommon | 25.29% |
| Tusk Shield Dargyn | 3.00% | Uncommon | 25.29% |
| Tusk Dargyn | 12.50% | Uncommon | 25.29% |
| Tusk Dargyn | 3.00% | Uncommon | 25.29% |
| Tusk Ballista | 3.00% | Common | 37.94% |
| Tusk Mortar Bombard | 3.00% | Uncommon | 25.29% |
| Tusk Predator | 3.00% | Uncommon | 25.29% |
| Tusk Command Dargyn | 12.50% | Uncommon | 25.29% |
| Orphid Husks | 3.00% | Uncommon | 25.29% |
| Ancient Protector | 3.00% | Uncommon | 25.29% |
| Undying Flyer | 4.50% | Uncommon | 25.29% |
| Ratel | 3.00% | Uncommon | 25.29% |
| Minima Moa | 3.00% | Uncommon | 25.29% |
| Nightwatch Carrier | 3.00% | Uncommon | 25.29% |
| Juno Elite Crewman | 3.00% | Uncommon | 25.29% |
| Juno Crewman | 3.00% | Uncommon | 25.29% |
| Juno Tech | 3.00% | Uncommon | 25.29% |
| Juno Dera Moa | 3.00% | Uncommon | 25.29% |
| Juno Disc Moa | 3.00% | Uncommon | 25.29% |
| Juno Geminex Moa | 3.00% | Uncommon | 25.29% |
| Juno Glaxion Moa | 3.00% | Uncommon | 25.29% |
| Juno Jactus Osprey | 3.00% | Common | 37.94% |
| Juno Oxium Osprey | 3.00% | Uncommon | 25.29% |
| Juno Shield Osprey | 3.00% | Common | 75.88% |
| Test Moa | 3.00% | Uncommon | 25.29% |
| Eidolon Vomvalyst | 5.00% | Uncommon | 25.29% |
| Elementa Arcocanid | 3.00% | Common | 95.79% |
| Elementa Culverin | 3.00% | Common | 95.79% |
| Shuffling Fragment | 2.00% | Common | 100.00% |
| Lumbering Fragment | 1.50% | Common | 41.67% |
| Rupturing Fragment | 2.00% | Common | 100.00% |
| The Anatomizer | 3.00% | Common | 59.18% |
| Rogue Arcocanid | 3.00% | Common | 95.79% |
| Rogue Culverin | 3.00% | Common | 95.79% |
| The Fragmented Suzerain | 3.00% | Rare | 9.09% |
| The Hollow Vein | 3.00% | Common | 49.55% |
| The Severed Warden | 3.00% | Common | 59.18% |
| Hurling Fragment | 2.00% | Common | 100.00% |
| Arcane Boiler | 3.00% | Uncommon | 15.18% |
| Nauseous Void Shade | 3.00% | Common | 37.94% |
| Void Shade | 3.00% | Common | 37.94% |
| Attack Drone | 3.00% | Uncommon | 25.29% |
| Remech Osprey | 3.00% | Uncommon | 25.29% |
| Mutalist Osprey Carrier | 3.00% | Uncommon | 25.29% |
| Drover Bursa | 3.00% | Uncommon | 25.29% |
| Nemes | 3.00% | Uncommon | 25.29% |
| Corvette | 3.00% | Common | 77.44% |
| Ranger | 3.00% | Uncommon | 25.29% |
| Quanta Ranger | 3.00% | Uncommon | 25.29% |
| Penta Ranger | 3.00% | Uncommon | 25.29% |
| Frigate | 3.00% | Uncommon | 25.29% |
| Lynx | 3.00% | Common | 37.94% |
| Gox | 3.00% | Common | 77.44% |
| Cannon Battery | 3.00% | Uncommon | 25.81% |
| Locust Drone | 20.00% | Common | 37.94% |
| Carrier | 5.00% | Common | 37.94% |
| Corrupted Ancient | 3.00% | Common | 75.88% |
| Corrupted Crewman | 3.00% | Uncommon | 32.47% |
| Corrupted Moa | 3.00% | Uncommon | 25.29% |
| Councilor Vay Hek | 100.00% | Common | 75.88% |
| Corpus Power Carrier | 3.00% | Uncommon | 25.29% |
| Corpus Tech | 3.00% | Common | 37.94% |
| Sapping Osprey | 3.00% | Uncommon | 25.29% |
| Isolator Bursa | 3.00% | Uncommon | 25.29% |
| Elite Lancer | 20.00% | Common | 75.88% |
| Elite Crewman | 3.00% | Common | 75.88% |
| Kuva Drahk Master | 3.00% | Uncommon | 18.97% |
| Kuva Heavy Gunner | 10.00% | Uncommon | 25.29% |
| Kuva Bombard | 3.00% | Uncommon | 25.29% |
| Kuva Hyekka Master | 3.00% | Uncommon | 25.29% |
| Kuva Scorch | 3.00% | Common | 38.72% |
| Kuva Hellion Carrier | 3.00% | Uncommon | 25.29% |
| Kuva Shield Lancer | 3.00% | Uncommon | 25.29% |
| Kuva Roller | 3.00% | Uncommon | 18.97% |
| Kuva Flameblade | 3.00% | Uncommon | 25.29% |
| Kuva Butcher | 3.00% | Uncommon | 18.97% |
| Kuva Ballista | 3.00% | Common | 37.94% |
| Kuva Power Carrier | 3.00% | Uncommon | 25.29% |
| Kuva Scorpion | 3.00% | Common | 37.94% |
| Fusion Moa | 3.00% | Uncommon | 18.97% |
| Ghoul Auger | 10.00% | Common | 37.94% |
| Ghoul Expired | 20.00% | Common | 37.94% |
| Ghoul Rictus | 10.00% | Uncommon | 18.97% |
| Artificer | 100.00% | Common | 75.88% |
| Carabus | 3.00% | Uncommon | 25.29% |
| Drahk Master | 3.00% | Uncommon | 18.97% |
| Heavy Gunner | 3.00% | Uncommon | 18.97% |
| Arid Heavy Gunner | 3.00% | Uncommon | 18.97% |
| Bombard | 3.00% | Uncommon | 25.29% |
| Hyekka Master | 3.00% | Uncommon | 25.29% |
| Frontier Bailiff | 3.00% | Uncommon | 18.97% |
| Bailiff | 3.00% | Uncommon | 18.97% |
| Ogma | 25.00% | Common | 75.88% |
| Scorch | 3.00% | Common | 38.72% |
| Kuva Dargyn | 12.50% | Uncommon | 25.29% |
| Frontier Heavy Gunner | 3.00% | Uncommon | 18.97% |
| Hellion Power Carrier | 3.00% | Uncommon | 25.29% |
| Hellion Power Carrier | 25.00% | Uncommon | 25.29% |
| Sprag | 3.00% | Uncommon | 25.29% |
| Ven'Kra Tel | 3.00% | Uncommon | 25.29% |
| Shield Lancer | 3.00% | Uncommon | 25.29% |
| Lancer Dreg | 3.00% | Common | 37.94% |
| Manic Bombard | 40.00% | Uncommon | 25.29% |
| Zeplen | 3.00% | Uncommon | 25.81% |
| Shield-Hellion Dargyn | 20.00% | Common | 37.94% |
| Hellion Dargyn | 12.50% | Uncommon | 25.29% |
| Frontier Regulator | 3.00% | Uncommon | 25.29% |
| Regulator | 3.00% | Uncommon | 25.29% |
| Roller | 3.00% | Uncommon | 18.97% |
| Roller Sentry | 3.00% | Uncommon | 18.97% |
| Kuva Guardian | 40.00% | Common | 75.88% |
