# Mission & Bounty Drop Tables
FORMAT: Mission rewards organized by ## Planet, ### Node — Mode. Rotation rewards in tables: Item | Rarity | Chance. Bounties show tier rewards with stage and % in tables.
INDEX: Mission Rewards (24 entries) | Sortie Rewards (1 entries) | Transient Rewards (51 entries) | Key Rewards (24 entries) | Cetus Bounty Rewards (10 entries) | Solaris Bounty Rewards (11 entries) | Deimos Bounty Rewards (12 entries) | Zariman Bounty Rewards (5 entries) | Entrati Lab Rewards (5 entries) | Hex Bounty Rewards (7 entries)

# Mission Rewards
All mission reward tables organized by planet and node. Shows game mode, rotation rewards (A/B/C), item names, rarity, and exact drop percentages.

## Mercury
### Apollodorus — Survival
**Rotation A:**
| Item | Rarity | Chance |
| Axi S20 Relic | Rare | 1.14% |
| Axi D6 Relic | Rare | 1.14% |
| Axi V14 Relic | Rare | 1.14% |
| Augur Message | Uncommon | 12.87% |
| 100X Kuva | Uncommon | 12.28% |
| Naramon Lens | Rare | 7.60% |
| 300 Endo | Uncommon | 12.87% |
| Lith C14 Relic | Legendary | 0.58% |
| Lith E2 Relic | Legendary | 0.58% |
| Lith N18 Relic | Legendary | 0.58% |
| Meso L4 Relic | Legendary | 0.58% |
| Neo C7 Relic | Legendary | 0.58% |
| Neo S20 Relic | Legendary | 0.58% |
| Neo P10 Relic | Legendary | 0.58% |
| Axi S20 Relic | Legendary | 0.58% |
| Axi D6 Relic | Legendary | 0.58% |
| Axi V14 Relic | Legendary | 0.58% |
| Cetus Wisp | Uncommon | 14.04% |
| Vigilante Pursuit | Uncommon | 14.04% |
| Revenant Chassis Blueprint | Uncommon | 14.04% |
| Lith K12 Relic | Legendary | 0.58% |
| Lith G14 Relic | Legendary | 0.58% |
| Meso X1 Relic | Legendary | 0.58% |
| Meso D8 Relic | Legendary | 0.58% |
| Meso V13 Relic | Legendary | 0.58% |
| Neo N24 Relic | Legendary | 0.58% |
| Neo V11 Relic | Legendary | 0.58% |
| Neo K9 Relic | Legendary | 0.58% |
| Axi T13 Relic | Legendary | 0.58% |
| Axi Y1 Relic | Legendary | 0.58% |
| Axi C11 Relic | Legendary | 0.58% |
| Augur Message | Rare | 9.28% |
| 100X Kuva | Rare | 8.86% |
| Naramon Lens | Rare | 5.49% |
| 300 Endo | Rare | 9.28% |
| Lith C14 Relic | Legendary | 0.42% |
| Lith E2 Relic | Legendary | 0.42% |
| Lith N18 Relic | Legendary | 0.42% |
| Meso L4 Relic | Legendary | 0.42% |
| Neo C7 Relic | Legendary | 0.42% |
| Neo S20 Relic | Legendary | 0.42% |
| Neo P10 Relic | Legendary | 0.42% |
| Axi S20 Relic | Legendary | 0.42% |
| Axi D6 Relic | Legendary | 0.42% |
| Axi V14 Relic | Legendary | 0.42% |
| Cetus Wisp | Uncommon | 10.13% |
| Vigilante Pursuit | Uncommon | 10.13% |
| Revenant Chassis Blueprint | Uncommon | 10.13% |
| Lith K12 Relic | Legendary | 0.42% |
| Lith G14 Relic | Legendary | 0.42% |
| Meso X1 Relic | Legendary | 0.42% |
| Meso D8 Relic | Legendary | 0.42% |
| Meso V13 Relic | Legendary | 0.42% |
| Neo N24 Relic | Legendary | 0.42% |
| Neo V11 Relic | Legendary | 0.42% |
| Neo K9 Relic | Legendary | 0.42% |
| Axi T13 Relic | Legendary | 0.42% |
| Axi Y1 Relic | Legendary | 0.42% |
| Axi C11 Relic | Legendary | 0.42% |
| Gladiator Finesse | Uncommon | 23.21% |
| Lith N19 Relic | Legendary | 0.42% |
| Lith Q2 Relic | Legendary | 0.42% |
| Meso A10 Relic | Legendary | 0.42% |
| Meso X1 Relic | Legendary | 0.42% |
| Meso A9 Relic | Legendary | 0.42% |
| Neo T10 Relic | Legendary | 0.42% |
| Neo C7 Relic | Legendary | 0.42% |
| Neo S20 Relic | Legendary | 0.42% |
| Axi S20 Relic | Legendary | 0.42% |
| Axi D6 Relic | Legendary | 0.42% |
| Axi V14 Relic | Legendary | 0.42% |
| Cetus Wisp | Uncommon | 16.11% |
| Vigilante Pursuit | Uncommon | 16.11% |
| Revenant Chassis Blueprint | Uncommon | 16.11% |
| Lith K12 Relic | Legendary | 0.67% |
| Lith G14 Relic | Legendary | 0.67% |
| Meso X1 Relic | Legendary | 0.67% |
| Meso D8 Relic | Legendary | 0.67% |
| Meso V13 Relic | Legendary | 0.67% |
| Neo N24 Relic | Legendary | 0.67% |
| Neo V11 Relic | Legendary | 0.67% |
| Neo K9 Relic | Legendary | 0.67% |
| Axi T13 Relic | Legendary | 0.67% |
| Axi Y1 Relic | Legendary | 0.67% |
| Axi C11 Relic | Legendary | 0.67% |
| Gladiator Finesse | Common | 36.91% |
| Lith N19 Relic | Legendary | 0.67% |
| Lith Q2 Relic | Legendary | 0.67% |
| Meso A10 Relic | Legendary | 0.67% |
| Meso X1 Relic | Legendary | 0.67% |
| Meso A9 Relic | Legendary | 0.67% |
| Neo T10 Relic | Legendary | 0.67% |
| Neo C7 Relic | Legendary | 0.67% |
| Neo S20 Relic | Legendary | 0.67% |
| Axi S20 Relic | Legendary | 0.67% |
| Axi D6 Relic | Legendary | 0.67% |
| Axi V14 Relic | Legendary | 0.67% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|

# Solaris Bounty Rewards
Orb Vallis bounty reward tables from Eudico. Includes rotation rewards and drop percentages.

## Level 5 - 15 Orb Vallis Bounty
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 100X Oxium | Uncommon | 25.00% |
| 1,500 Credits Cache | Uncommon | 25.00% |
| 50 Endo | Uncommon | 25.00% |
| 5X Mytocardia Spore | Uncommon | 25.00% |
| 100X Oxium | Uncommon | 15.00% |
| 1,500 Credits Cache | Uncommon | 15.00% |
| 50 Endo | Uncommon | 15.00% |
| 5X Mytocardia Spore | Uncommon | 15.00% |
| 2X Training Debt-Bond | Uncommon | 20.00% |
| Garuda Chassis Blueprint | Uncommon | 12.00% |
| 5X Tepa Nodule | Rare | 8.00% |
| 100X Oxium | Uncommon | 14.50% |
| 1,500 Credits Cache | Uncommon | 14.50% |
| 50 Endo | Uncommon | 14.50% |
| 5X Mytocardia Spore | Uncommon | 14.50% |
| 2X Training Debt-Bond | Uncommon | 19.33% |
| Garuda Chassis Blueprint | Uncommon | 11.60% |
| 5X Tepa Nodule | Rare | 7.73% |
| Aya | Rare | 3.36% |
| 2X Training Debt-Bond | Common | 46.00% |
| Garuda Chassis Blueprint | Uncommon | 27.60% |
| 5X Tepa Nodule | Uncommon | 18.40% |
| Aya | Rare | 8.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 100X Cryotic | Uncommon | 25.00% |
| 1,500 Credits Cache | Uncommon | 25.00% |
| 50 Endo | Uncommon | 25.00% |
| 5X Thermal Sludge | Uncommon | 25.00% |
| 100X Cryotic | Uncommon | 15.00% |
| 1,500 Credits Cache | Uncommon | 15.00% |
| 50 Endo | Uncommon | 15.00% |
| 5X Thermal Sludge | Uncommon | 15.00% |
| 2X Training Debt-Bond | Uncommon | 20.00% |
| Garuda Chassis Blueprint | Uncommon | 12.00% |
| 5X Tepa Nodule | Rare | 8.00% |
| 100X Cryotic | Uncommon | 14.50% |
| 1,500 Credits Cache | Uncommon | 14.50% |
| 50 Endo | Uncommon | 14.50% |
| 5X Thermal Sludge | Uncommon | 14.50% |
| 2X Training Debt-Bond | Uncommon | 19.33% |
| Garuda Chassis Blueprint | Uncommon | 11.60% |
| 5X Tepa Nodule | Rare | 7.73% |
| Aya | Rare | 3.36% |
| 2X Training Debt-Bond | Common | 46.00% |
| Garuda Chassis Blueprint | Uncommon | 27.60% |
| 5X Tepa Nodule | Uncommon | 18.40% |
| Aya | Rare | 8.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 100X Plastids | Uncommon | 25.00% |
| 1,500 Credits Cache | Uncommon | 25.00% |
| 50 Endo | Uncommon | 25.00% |
| 5X Gorgaricus Spore | Uncommon | 25.00% |
| 100X Plastids | Uncommon | 15.00% |
| 1,500 Credits Cache | Uncommon | 15.00% |
| 50 Endo | Uncommon | 15.00% |
| 5X Gorgaricus Spore | Uncommon | 15.00% |
| Training Debt-Bond | Uncommon | 20.00% |
| Garuda Chassis Blueprint | Uncommon | 12.00% |
| 5X Tepa Nodule | Rare | 8.00% |
| 100X Plastids | Uncommon | 14.50% |
| 1,500 Credits Cache | Uncommon | 14.50% |
| 50 Endo | Uncommon | 14.50% |
| 5X Gorgaricus Spore | Uncommon | 14.50% |
| Training Debt-Bond | Uncommon | 19.33% |
| Garuda Chassis Blueprint | Uncommon | 11.60% |
| 5X Tepa Nodule | Rare | 7.73% |
| Aya | Rare | 3.36% |
| Training Debt-Bond | Common | 46.00% |
| Garuda Chassis Blueprint | Uncommon | 27.60% |
| 5X Tepa Nodule | Uncommon | 18.40% |
| Aya | Rare | 8.00% |
## Level 10 - 30 Orb Vallis Bounty
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 15X Mytocardia Spore | Uncommon | 25.00% |
| 200X Oxium | Uncommon | 25.00% |
| 2,500 Credits Cache | Uncommon | 25.00% |
| 100 Endo | Uncommon | 25.00% |
| 15X Mytocardia Spore | Uncommon | 15.00% |
| 200X Oxium | Uncommon | 15.00% |
| 2,500 Credits Cache | Uncommon | 15.00% |
| 100 Endo | Uncommon | 15.00% |
| 2X Shelter Debt-Bond | Uncommon | 20.00% |
| Garuda Systems Blueprint | Uncommon | 12.00% |
| Aya | Rare | 8.00% |
| 15X Mytocardia Spore | Uncommon | 13.24% |
| 200X Oxium | Uncommon | 13.24% |
| 2,500 Credits Cache | Uncommon | 13.24% |
| 100 Endo | Uncommon | 13.24% |
| 2X Shelter Debt-Bond | Uncommon | 17.65% |
| Garuda Systems Blueprint | Uncommon | 10.59% |
| Aya | Rare | 7.06% |
| Synth Charge | Uncommon | 11.76% |
| 2X Shelter Debt-Bond | Common | 37.50% |
| Garuda Systems Blueprint | Uncommon | 22.50% |
| Aya | Uncommon | 15.00% |
| Synth Charge | Uncommon | 25.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 15X Thermal Sludge | Uncommon | 25.00% |
| 200X Cryotic | Uncommon | 25.00% |
| 2,500 Credits Cache | Uncommon | 25.00% |
| 100 Endo | Uncommon | 25.00% |
| 15X Thermal Sludge | Uncommon | 15.00% |
| 200X Cryotic | Uncommon | 15.00% |
| 2,500 Credits Cache | Uncommon | 15.00% |
| 100 Endo | Uncommon | 15.00% |
| 2X Shelter Debt-Bond | Uncommon | 20.00% |
| Garuda Systems Blueprint | Uncommon | 12.00% |
| Aya | Rare | 8.00% |
| 15X Thermal Sludge | Uncommon | 13.24% |
| 200X Cryotic | Uncommon | 13.24% |
| 2,500 Credits Cache | Uncommon | 13.24% |
| 100 Endo | Uncommon | 13.24% |
| 2X Shelter Debt-Bond | Uncommon | 17.65% |
| Garuda Systems Blueprint | Uncommon | 10.59% |
| Aya | Rare | 7.06% |
| Mecha Overdrive | Uncommon | 11.76% |
| 2X Shelter Debt-Bond | Common | 37.50% |
| Garuda Systems Blueprint | Uncommon | 22.50% |
| Aya | Uncommon | 15.00% |
| Mecha Overdrive | Uncommon | 25.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 15X Gorgaricus Spore | Uncommon | 25.00% |
| 200X Nano Spores | Uncommon | 25.00% |
| 2,500 Credits Cache | Uncommon | 25.00% |
| 100 Endo | Uncommon | 25.00% |
| 15X Gorgaricus Spore | Uncommon | 15.00% |
| 200X Nano Spores | Uncommon | 15.00% |
| 2,500 Credits Cache | Uncommon | 15.00% |
| 100 Endo | Uncommon | 15.00% |
| 2X Shelter Debt-Bond | Uncommon | 20.00% |
| Garuda Systems Blueprint | Uncommon | 12.00% |
| Aya | Rare | 8.00% |
| 15X Gorgaricus Spore | Uncommon | 13.24% |
| 200X Nano Spores | Uncommon | 13.24% |
| 2,500 Credits Cache | Uncommon | 13.24% |
| 100 Endo | Uncommon | 13.24% |
| 2X Shelter Debt-Bond | Uncommon | 17.65% |
| Garuda Systems Blueprint | Uncommon | 10.59% |
| Aya | Rare | 7.06% |
| Tek Assault | Uncommon | 11.76% |
| 2X Shelter Debt-Bond | Common | 37.50% |
| Garuda Systems Blueprint | Uncommon | 22.50% |
| Aya | Uncommon | 15.00% |
| Tek Assault | Uncommon | 25.00% |
## Level 20 - 40 Orb Vallis Bounty
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 200 Endo | Common | 50.00% |
| Madurai Lens | Uncommon | 25.00% |
| 300X Circuits | Uncommon | 25.00% |
| 200 Endo | Uncommon | 30.00% |
| Madurai Lens | Uncommon | 15.00% |
| 300X Circuits | Uncommon | 15.00% |
| 2X Medical Debt-Bond | Uncommon | 20.00% |
| Garuda Neuroptics Blueprint | Uncommon | 12.00% |
| Aya | Rare | 8.00% |
| 200 Endo | Uncommon | 26.47% |
| Madurai Lens | Uncommon | 13.24% |
| 300X Circuits | Uncommon | 13.24% |
| 2X Medical Debt-Bond | Uncommon | 17.65% |
| Garuda Neuroptics Blueprint | Uncommon | 10.59% |
| Aya | Rare | 7.06% |
| Synth Deconstruct | Uncommon | 11.76% |
| 2X Medical Debt-Bond | Common | 37.50% |
| Garuda Neuroptics Blueprint | Uncommon | 22.50% |
| Aya | Uncommon | 15.00% |
| Synth Deconstruct | Uncommon | 25.00% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 200 Endo | Common | 50.00% |
| Unairu Lens | Uncommon | 25.00% |
| 300X Plastids | Uncommon | 25.00% |
| 200 Endo | Uncommon | 30.00% |
| Unairu Lens | Uncommon | 15.00% |
| 300X Plastids | Uncommon | 15.00% |
| 2X Medical Debt-Bond | Uncommon | 20.00% |
| Garuda Neuroptics Blueprint | Uncommon | 12.00% |
| Aya | Rare | 8.00% |
| 200 Endo | Uncommon | 26.47% |
| Unairu Lens | Uncommon | 13.24% |
| 300X Plastids | Uncommon | 13.24% |
| 2X Medical Debt-Bond | Uncommon | 17.65% |
| Garuda Neuroptics Blueprint | Uncommon | 10.59% |
| Aya | Rare | 7.06% |
| Mecha Recharge | Uncommon | 11.76% |
| 2X Medical Debt-Bond | Common | 37.50% |
| Garuda Neuroptics Blueprint | Uncommon | 22.50% |
| Aya | Uncommon | 15.00% |
| Mecha Recharge | Uncommon | 25.00% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 200 Endo | Common | 50.00% |
| Naramon Lens | Uncommon | 25.00% |
| 300X Rubedo | Uncommon | 25.00% |
| 200 Endo | Uncommon | 30.00% |
| Naramon Lens | Uncommon | 15.00% |
| 300X Rubedo | Uncommon | 15.00% |
| 2X Medical Debt-Bond | Uncommon | 20.00% |
| Garuda Neuroptics Blueprint | Uncommon | 12.00% |
| Aya | Rare | 8.00% |
| 200 Endo | Uncommon | 26.47% |
| Naramon Lens | Uncommon | 13.24% |
| 300X Rubedo | Uncommon | 13.24% |
| 2X Medical Debt-Bond | Uncommon | 17.65% |
| Garuda Neuroptics Blueprint | Uncommon | 10.59% |
| Aya | Rare | 7.06% |
| Tek Enhance | Uncommon | 11.76% |
| 2X Medical Debt-Bond | Common | 37.50% |
| Garuda Neuroptics Blueprint | Uncommon | 22.50% |
| Aya | Uncommon | 15.00% |
| Tek Enhance | Uncommon | 25.00% |
## Level 30 - 50 Orb Vallis Bounty
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Vazarin Lens | Common | 33.33% |
| 300 Endo | Common | 33.33% |
| 2X Fieldron | Common | 33.33% |
| Vazarin Lens | Uncommon | 20.00% |
| 300 Endo | Uncommon | 20.00% |
| 2X Fieldron | Uncommon | 20.00% |
| 2X Advances Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| Vazarin Lens | Uncommon | 16.67% |
| 300 Endo | Uncommon | 16.67% |
| 2X Fieldron | Uncommon | 16.67% |
| 2X Advances Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Synth Fiber | Uncommon | 16.67% |
| 2X Advances Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Synth Fiber | Common | 33.33% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Zenurik Lens | Common | 33.33% |
| 300 Endo | Common | 33.33% |
| 2X Detonite Injector | Common | 33.33% |
| Zenurik Lens | Uncommon | 20.00% |
| 300 Endo | Uncommon | 20.00% |
| 2X Detonite Injector | Uncommon | 20.00% |
| 2X Advances Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| Zenurik Lens | Uncommon | 16.67% |
| 300 Endo | Uncommon | 16.67% |
| 2X Detonite Injector | Uncommon | 16.67% |
| 2X Advances Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Mecha Empowered | Uncommon | 16.67% |
| 2X Advances Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Mecha Empowered | Common | 33.33% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 200X Kuva | Common | 33.33% |
| 300 Endo | Common | 33.33% |
| 2X Mutagen Mass | Common | 33.33% |
| 200X Kuva | Uncommon | 20.00% |
| 300 Endo | Uncommon | 20.00% |
| 2X Mutagen Mass | Uncommon | 20.00% |
| 2X Advances Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| 200X Kuva | Uncommon | 16.67% |
| 300 Endo | Uncommon | 16.67% |
| 2X Mutagen Mass | Uncommon | 16.67% |
| 2X Advances Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Tek Gravity | Uncommon | 16.67% |
| 2X Advances Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Tek Gravity | Common | 33.33% |
## Level 40 - 60 Orb Vallis Bounty
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 33.33% |
| Neurodes | Common | 33.33% |
| Orokin Cell | Common | 33.33% |
| 400 Endo | Uncommon | 20.00% |
| Neurodes | Uncommon | 20.00% |
| Orokin Cell | Uncommon | 20.00% |
| 2X Familial Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| 400 Endo | Uncommon | 16.67% |
| Neurodes | Uncommon | 16.67% |
| Orokin Cell | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Synth Reflex | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Synth Reflex | Common | 33.33% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 33.33% |
| Neurodes | Common | 33.33% |
| Orokin Cell | Common | 33.33% |
| 400 Endo | Uncommon | 20.00% |
| Neurodes | Uncommon | 20.00% |
| Orokin Cell | Uncommon | 20.00% |
| 2X Familial Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| 400 Endo | Uncommon | 16.67% |
| Neurodes | Uncommon | 16.67% |
| Orokin Cell | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Mecha Pulse | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Mecha Pulse | Common | 33.33% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 33.33% |
| Neurodes | Common | 33.33% |
| Orokin Cell | Common | 33.33% |
| 400 Endo | Uncommon | 20.00% |
| Neurodes | Uncommon | 20.00% |
| Orokin Cell | Uncommon | 20.00% |
| 2X Familial Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| 400 Endo | Uncommon | 16.67% |
| Neurodes | Uncommon | 16.67% |
| Orokin Cell | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Tek Collateral | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Tek Collateral | Common | 33.33% |
## Level 100 - 100 Orb Vallis Bounty
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 33.33% |
| Neurodes | Common | 33.33% |
| Orokin Cell | Common | 33.33% |
| 400 Endo | Uncommon | 20.00% |
| Neurodes | Uncommon | 20.00% |
| Orokin Cell | Uncommon | 20.00% |
| 2X Familial Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| 400 Endo | Uncommon | 16.67% |
| Neurodes | Uncommon | 16.67% |
| Orokin Cell | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Synth Reflex | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Synth Reflex | Common | 33.33% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 33.33% |
| Neurodes | Common | 33.33% |
| Orokin Cell | Common | 33.33% |
| 400 Endo | Uncommon | 20.00% |
| Neurodes | Uncommon | 20.00% |
| Orokin Cell | Uncommon | 20.00% |
| 2X Familial Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| 400 Endo | Uncommon | 16.67% |
| Neurodes | Uncommon | 16.67% |
| Orokin Cell | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Mecha Pulse | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Mecha Pulse | Common | 33.33% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 400 Endo | Common | 33.33% |
| Neurodes | Common | 33.33% |
| Orokin Cell | Common | 33.33% |
| 400 Endo | Uncommon | 20.00% |
| Neurodes | Uncommon | 20.00% |
| Orokin Cell | Uncommon | 20.00% |
| 2X Familial Debt-Bond | Uncommon | 20.00% |
| Aya | Uncommon | 20.00% |
| 400 Endo | Uncommon | 16.67% |
| Neurodes | Uncommon | 16.67% |
| Orokin Cell | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Uncommon | 16.67% |
| Aya | Uncommon | 16.67% |
| Tek Collateral | Uncommon | 16.67% |
| 2X Familial Debt-Bond | Common | 33.33% |
| Aya | Common | 33.33% |
| Tek Collateral | Common | 33.33% |
## Level 50 - 70 Orb Vallis Bounty
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
| Amar's Anguish | Uncommon | 20.00% |
| Narmer Isoplast | Common | 33.33% |
| 600 Endo | Common | 46.67% |
| Amar's Anguish | Rare | 8.11% |
| Narmer Isoplast | Uncommon | 13.51% |
| 600 Endo | Uncommon | 18.92% |
| Caliban Systems Blueprint | Rare | 8.11% |
| Boreal's Hatred | Uncommon | 13.51% |
| 2X Narmer Isoplast | Uncommon | 18.92% |
| 900 Endo | Uncommon | 18.92% |
| Amar's Anguish | Rare | 5.45% |
| Narmer Isoplast | Rare | 9.09% |
| 600 Endo | Uncommon | 12.73% |
| Caliban Systems Blueprint | Rare | 5.45% |
| Boreal's Hatred | Rare | 9.09% |
| 2X Narmer Isoplast | Uncommon | 12.73% |
| 900 Endo | Uncommon | 12.73% |
| Nira's Contempt | Rare | 5.45% |
| Verdilac Blueprint | Rare | 5.45% |
| 3X Narmer Isoplast | Rare | 9.09% |
| 1200 Endo | Uncommon | 12.73% |
| Caliban Systems Blueprint | Rare | 7.50% |
| Boreal's Hatred | Uncommon | 12.50% |
| 2X Narmer Isoplast | Uncommon | 17.50% |
| 900 Endo | Uncommon | 17.50% |
| Nira's Contempt | Rare | 7.50% |
| Verdilac Blueprint | Rare | 7.50% |
| 3X Narmer Isoplast | Uncommon | 12.50% |
| 1200 Endo | Uncommon | 17.50% |
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
| Boreal's Anguish | Uncommon | 20.00% |
| Narmer Isoplast | Common | 33.33% |
| 600 Endo | Common | 46.67% |
| Boreal's Anguish | Rare | 8.11% |
| Narmer Isoplast | Uncommon | 13.51% |
| 600 Endo | Uncommon | 18.92% |
| Caliban Chassis Blueprint | Rare | 8.11% |
| Nira's Hatred | Uncommon | 13.51% |
| 2X Narmer Isoplast | Uncommon | 18.92% |
| 900 Endo | Uncommon | 18.92% |
| Boreal's Anguish | Rare | 5.45% |
| Narmer Isoplast | Rare | 9.09% |
| 600 Endo | Uncommon | 12.73% |
| Caliban Chassis Blueprint | Rare | 5.45% |
| Nira's Hatred | Rare | 9.09% |
| 2X Narmer Isoplast | Uncommon | 12.73% |
| 900 Endo | Uncommon | 12.73% |
| Amar's Contempt | Rare | 5.45% |
| Nepheri Blueprint | Rare | 5.45% |
| 3X Narmer Isoplast | Rare | 9.09% |
| 1200 Endo | Uncommon | 12.73% |
| Caliban Chassis Blueprint | Rare | 7.50% |
| Nira's Hatred | Uncommon | 12.50% |
| 2X Narmer Isoplast | Uncommon | 17.50% |
| 900 Endo | Uncommon | 17.50% |
| Amar's Contempt | Rare | 7.50% |
| Nepheri Blueprint | Rare | 7.50% |
| 3X Narmer Isoplast | Uncommon | 12.50% |
| 1200 Endo | Uncommon | 17.50% |
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| Nira's Anguish | Uncommon | 20.00% |
| Narmer Isoplast | Common | 33.33% |
| 600 Endo | Common | 46.67% |
| Nira's Anguish | Rare | 8.11% |
| Narmer Isoplast | Uncommon | 13.51% |
| 600 Endo | Uncommon | 18.92% |
| Caliban Neuroptics Blueprint | Rare | 8.11% |
| Amar's Hatred | Uncommon | 13.51% |
| 2X Narmer Isoplast | Uncommon | 18.92% |
| 900 Endo | Uncommon | 18.92% |
| Nira's Anguish | Rare | 5.45% |
| Narmer Isoplast | Rare | 9.09% |
| 600 Endo | Uncommon | 12.73% |
| Caliban Neuroptics Blueprint | Rare | 5.45% |
| Amar's Hatred | Rare | 9.09% |
| 2X Narmer Isoplast | Uncommon | 12.73% |
| 900 Endo | Uncommon | 12.73% |
| Boreal's Contempt | Rare | 5.45% |
| Korumm Blueprint | Rare | 5.45% |
| 3X Narmer Isoplast | Rare | 9.09% |
| 1200 Endo | Uncommon | 12.73% |
| Caliban Neuroptics Blueprint | Rare | 7.50% |
| Amar's Hatred | Uncommon | 12.50% |
| 2X Narmer Isoplast | Uncommon | 17.50% |
| 900 Endo | Uncommon | 17.50% |
| Boreal's Contempt | Rare | 7.50% |
| Korumm Blueprint | Rare | 7.50% |
| 3X Narmer Isoplast | Uncommon | 12.50% |
| 1200 Endo | Uncommon | 17.50% |
## Level 40 - 60 PROFIT-TAKER - PHASE 1
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
**Rotation C:**
| Item | Rarity | Chance |
|---|---|---|
| 5X Gyromag Systems | Uncommon | 25.00% |
| Lith C14 Relic (Radiant) | Uncommon | 15.00% |
| Quick Reload | Uncommon | 15.00% |
| 5X Atmo Systems | Uncommon | 10.00% |
| 3X Vega Toroid | Uncommon | 12.50% |
| Lith E2 Relic (Radiant) | Uncommon | 12.50% |
| 3X Repeller Systems | Rare | 7.50% |
| Deadly Efficiency | Rare | 1.25% |
| Strain Eruption | Rare | 1.25% |
## Level 40 - 60 PROFIT-TAKER - PHASE 2
**Rotation A:**
| Item | Rarity | Chance |
|---|---|---|
**Rotation B:**
| Item | Rarity | Chance |
|---|---|---|
**Rotation C:**
